node_id,offset
23727,58
17294,0
43417,0
29809,0
21072,0
43687,91
33196,83
41689,0
4262,0
22813,44
23007,0
10946,9
24892,20
36633,6
44765,0
19383,49
40984,32
39525,129
21537,261
32361,78
33190,174
6166,0
28060,0
17759,0
29567,0
31895,7
11293,13
41532,238
23747,0
25718,0
7517,0
27107,0
14815,0
21178,0
14986,0
30159,0
46249,0
40601,0
41376,6
44763,0
27952,0
45342,0
16119,0
8305,45
7530,6
32775,1234
21310,0
47574,2
26162,0
30740,21
6180,0
4252,2
30214,0
21188,83
25671,0
40630,0
10343,0
38604,61
33103,0
38547,0
6739,0
28254,5
42450,24
17273,0
13859,0
10593,0
18295,72
42452,0
11172,5
23748,95
46670,25
10061,51
5496,0
6922,0
45925,18
16064,12
39428,10
38019,11
17214,0
21722,55
28614,0
22124,315
6167,0
15906,0
27345,0
38116,0
47986,0
38661,0
10622,243
30770,282
19959,0
17272,0
30148,0
17474,0
32775,945
36034,0
30913,0
20400,0
34195,0
19206,5
33423,110
30749,137
45027,0
28294,0
20703,0
30340,0
41490,148
15739,0
40919,0
42745,94
44299,0
16732,0
26145,0
16055,10
24745,197
20707,9
14830,0
17740,0
36259,0
43152,63
28440,1
15944,407
10055,0
27180,40
26937,0
31934,155
28091,0
6739,0
32115,0
19676,58
37070,0
26336,0
15929,14
32114,0
26669,0
28844,0
47087,68
45966,34
47036,26
43513,0
38840,104
10332,51
45335,0
34026,70
19959,0
33429,25
18110,74
16961,504
44131,0
36909,56
40063,0
30349,0
707,0
43094,83
46831,0
25315,0
31473,0
11212,0
37492,47
38338,0
8291,0
33286,73
42400,3
46227,0
20895,94
36453,10
37164,0
41797,0
31799,0
34373,226
28808,80
32775,3418
37111,107
22802,0
24334,0
17336,114
21466,0
37065,0
37340,0
21655,0
20358,5
8479,0
41165,1
17761,0
19894,0
43527,62
9113,0
9047,0
19276,0
3956,0
42751,124
32093,0
40066,121
14228,0
28218,13
33143,32
39137,3
41486,0
9066,17
25886,63
21949,0
19234,0
7317,0
10333,0
27380,13
20508,30
2555,13
29785,0
15944,277
32442,0
32110,29
22359,0
7117,0
24698,0
38814,0
12383,0
2507,0
15944,74
9837,0
36625,0
23000,0
42099,3
24909,0
39432,0
23350,0
27378,0
15497,175
23351,0
32775,372
25778,28
41188,0
21865,0
23337,0
7541,0
41252,56
18929,0
45711,4
16760,0
18047,72
9066,151
18754,0
732,0
24628,0
26333,0
11187,3
31046,35
43132,42
29331,0
24336,28
9540,6
16485,48
33298,168
27905,8
16931,2170
45179,0
21268,0
5198,6
32230,0
43755,0
21169,0
11344,84
12688,0
6871,57
31061,58
7332,0
35460,0
40926,0
41430,186
47018,16
16333,34
26950,0
4256,0
12852,0
25535,0
9528,79
11079,0
26723,0
30179,73
35454,0
24756,0
38607,5
32130,0
8351,4
42948,0
33401,0
15909,0
19611,0
35323,0
43476,56
42738,0
36303,50
39949,0
16089,0
18331,5
30745,0
728,0
11811,20
15621,78
44304,155
16094,71
30551,476
27527,0
41486,0
15210,0
9094,0
33217,28
37653,0
47720,0
29346,0
41191,0
2590,0
7562,0
24613,0
40056,0
